ICDId;Category;ICD10CODE;DESCRIPTION
8190;O30-O48;O46;Antepartum hemorrhage, not elsewhere classified
8191;O30-O48;O46.0;Antepartum hemorrhage with coagulation defect
8192;O30-O48;O46.8;Other antepartum hemorrhage
8193;O30-O48;O46.9;Antepartum hemorrhage, unspecified
8194;O30-O48;O47;False labour
8195;O30-O48;O47.0;False labour before 37 completed weeks of gestation
8196;O30-O48;O47.0/0;False labor (less than 37 weeks gestation)
8197;O30-O48;O47.1;False labour at or after 37 completed weeks of gestation
8198;O30-O48;O47.1/0;False labor (greater than or equal to 37 weeks gestation)
8199;O30-O48;O47.9;False labour, unspecified
8200;O30-O48;O48;Prolonged pregnancy
8201;O60-O76;O60;Preterm labor, NOT RESULTING TO DELIVERY
8202;O60-O76;O60.0;PRETERM LABOR WITHOUT DELIVERY
8203;O60-O76;O60.1;PRETERM LABOR, RESULTING TO DELIVERY/PRETERM DELIVERY
8204;O60-O76;O60.1/3;Preterm labor with delivery
8205;O60-O76;O60.1/4;Preterm labor with preterm delivery
8206;O60-O76;O60.1/5;Preterm spontaneous labor with preterm delivery by cesarean section
8207;O60-O76;O60.1/0;Preterm delivery with preterm labor
8208;O60-O76;O60.1/1;Preterm delivery with preterm spontaneous labor
8209;O60-O76;O60.1/2;Preterm delivery by cesarean section with preterm spontaneous labor
8210;O60-O76;O60.2;Preterm labor with term delivery
8211;O60-O76;O60.2/0;Preterm spontaneous labor with term delivery by cesarean section
8212;O60-O76;O60.3;Preterm delivery without spontaneous labor
8213;O60-O76;O60.3/0;Preterm delivery by cesarean section without spontaneous labor
8214;O60-O76;O61;Failed induction of labour
8215;O60-O76;O61.0;Failed medical induction of labour
8216;O60-O76;O61.1;Failed instrumental induction of labour
8217;O60-O76;O61.8;Other failed induction of labour
8218;O60-O76;O61.9;Failed induction of labour, unspecified
8219;O60-O76;O62;Abnormalities of forces of labour
8220;O60-O76;O62.0;Primary inadequate contractions
8221;O60-O76;O62.1;Secondary uterine inertia
8222;O60-O76;O62.2;Other uterine inertia
8223;O60-O76;O62.3;Precipitate labour
8224;O60-O76;O62.4;Hypertonic, incoordinate, and prolonged uterine contractions
8225;O60-O76;O62.8;Other abnormalities of forces of labour
8226;O60-O76;O62.9;Abnormality of forces of labour, unspecified
8227;O60-O76;O63;Long labour
8228;O60-O76;O63.0;Prolonged first stage (of labour)
8229;O60-O76;O63.1;Prolonged second stage (of labour)(CAESAREAN DELIVERY DUE TO ARREST IN DESCENT/PROLONGED SECOND STAGE OF LABOR)(EMERGENCY CAESAREAN DELIVERY DUE TO ARREST IN DESCENT)
8230;O60-O76;O63.1/0;Cesarean delivery due to prolonged second stage of labor
8231;O60-O76;O63.1/1;Cesarean delivery due to arrest in descent
8232;O60-O76;O63.1/2;Emergency cesarean delivery due to arrest in descent
8233;O60-O76;O63.1/3;Emergency cesarean delivery due to prolonged second stage of labor
8234;O60-O76;O63.2;Delayed delivery of second twin, triplet, etc.
8235;O60-O76;O63.9;Long labour, unspecified(CAESAREAN DELIVERY DUE TO PROLONGED LABOR)
8236;O60-O76;O63.9/0;Cesarean delivery due to prolonged labor
8237;O60-O76;O63.9/1;Emergency cesarean delivery due to prolonged labor
8238;O60-O76;O64;Obstructed labour due to malposition and malpresentation of fetus
8239;O60-O76;O64.0;Obstructed labour due to incomplete rotation of fetal head
8240;O60-O76;O64.1;Obstructed labour due to breech presentation(EMERGENCY CAESAREAN DEL. DUE TO BREECH PRESENTATION)
8241;O60-O76;O64.1/0;Emergency cesarean delivery due to breech presentation
8242;O60-O76;O64.2;Obstructed labour due to face presentation
8243;O60-O76;O64.3;Obstructed labour due to brow presentation
8244;O60-O76;O64.4;Obstructed labour due to shoulder presentation
8245;O60-O76;O64.5;Obstructed labour due to compound presentation
8246;O60-O76;O64.8;Obstructed labour due to other malposition and malpresentation(EMERGENCY CAESAREAN DELIVERY DUE TO TRANSVERSE LIE OR PRESENTATION)
8247;O60-O76;O64.8/0;Emergency cesarean delivery due to transverse lie or presentation
8248;O60-O76;O64.9;Obstructed labour due to malposition and malpresentation, unspecified(EMERGENCY CAESAREAN DELIVERY DUE TO FAILURE IN DESCENT/MALPRESENTATION)
8249;O60-O76;O64.9/0;Emergency cesarean delivery due to failure in descent
8250;O60-O76;O64.9/1;Emergency cesarean delivery due to malpresentation
8251;O60-O76;O65;Obstructed labour due to maternal pelvic abnormality
8252;O60-O76;O65.0;Obstructed labour due to deformed pelvis
8253;O60-O76;O65.1;Obstructed labour due to generally contracted pelvis
8254;O60-O76;O65.2;Obstructed labour due to pelvic inlet contraction
8255;O60-O76;O65.3;Obstructed labour due to pelvic outlet and mid-cavity contraction
8256;O60-O76;O65.4;Obstructed labour due to fetopelvic disproportion, unspecified(EMERGENCY CAESAREAN DELIVERY DUE TO CEPHALO-PELVIC DISPROPORTION, CPD)
8257;O60-O76;O65.4/0;Emergency cesarean delivery due to Cephalopelvic Disproportion (CPD)
8258;O60-O76;O65.5;Obstructed labour due to abnormality of maternal pelvic organs(LABOR OBSTRUCTED BY CICATRIX OF CERVIX)
8259;O60-O76;O65.8;Obstructed labour due to other maternal pelvic abnormalities
8260;O60-O76;O65.9;Obstructed labour due to maternal pelvic abnormality, unspecified
8261;O60-O76;O66;Other obstructed labour
8262;O60-O76;O66.0;Obstructed labour due to shoulder dystocia
8263;O60-O76;O66.1;Obstructed labour due to locked twins
8264;O60-O76;O66.2;Obstructed labour due to unusually large fetus
8265;O60-O76;O66.3;Obstructed labour due to other abnormalities of fetus
8266;O60-O76;O66.4;Failed trial of labour
8267;O60-O76;O66.5;Attempted application of vacuum extractor and forceps
8268;O60-O76;O66.6;Obstructed labour due to other multiple fetuses
8269;O60-O76;O66.8;Other specified obstructed labour
8270;O60-O76;O66.9;Obstructed labour, unspecified
8271;O60-O76;O67;Labour and delivery complicated by intrapartum hemorrhage, not elsewhere classified
8272;O60-O76;O67.0;Intrapartum hemorrhage with coagulation defect
8273;O60-O76;O67.8;Other intrapartum hemorrhage
8274;O60-O76;O67.9;Intrapartum hemorrhage, unspecified
8275;O60-O76;O68;Labour and delivery complicated by fetal stress [distress]
8276;O60-O76;O68.0;Labour and delivery complicated by fetal heart rate anomaly
8277;O60-O76;O68.1;Labour and delivery complicated by meconium in amniotic fluid(EMERGENCY CAESAREAN DELIVERY DUE TO MECONIUM STAINED BABY)
8278;O60-O76;O68.1/0;Emergency cesarean delivery due to meconium stained baby
8279;O60-O76;O68.2;Labour and delivery complicated by fetal heart rate anomaly with meconium in amniotic fluid
8280;O60-O76;O68.3;Labour and delivery complicated by biochemical evidence of fetal stress
8281;O60-O76;O68.8;Labour and delivery complicated by other evidence of fetal stress
8282;O60-O76;O68.9;Labour and delivery complicated by fetal stress, unspecified(CEASAREAN DELIVERY DUE TO FETAL DISTRESS)(EMERGENCY DAESAREAN DELIVERY DUE TO FETAL DISTRESS)
8283;O60-O76;O68.9/0;Cesarean delivery due to fetal distress
8284;O60-O76;O68.9/1;Emergency cesarean delivery due to fetal distress
8285;O60-O76;O69;Labor and delivery complicated by umbilical cord complications
8286;O60-O76;O69.0;Labor and delivery complicated by prolapse of cord(CAESAREAN DELIVERY DUE TO CORD PROLAPSE)(EMERGENCY CAESAREAN DELIVERY DUE TO CORD PROLAPSE)
8287;O60-O76;O69.0/0;Cesarean delivery due to cord prolapse
8288;O60-O76;O69.0/1;Emergency cesarean delivery due to cord prolapse
8289;O60-O76;O69.1;Labor and delivery complicated by cord around neck, with compression
8290;O60-O76;O69.2;Labor and delivery complicated by other cord entanglement
8291;O60-O76;O69.3;Labor and delivery complicated by short cord
8292;O60-O76;O69.4;Labor and delivery complicated by vasa previa
8293;O60-O76;O69.5;Labor and delivery complicated by vascular lesion of cord
8294;O60-O76;O69.8;Labor and delivery complicated by other cord complications
8295;O60-O76;O69.9;Labor and delivery complicated by cord complication, unspecified
8296;O60-O76;O70;Perineal laceration during delivery
8297;O60-O76;O70.0;First degree perineal laceration during delivery
8298;O60-O76;O70.1;Second degree perineal laceration during delivery
8299;O60-O76;O70.2;Third degree perineal laceration during delivery
8300;O60-O76;O70.3;Fourth degree perineal laceration during delivery
8301;O60-O76;O70.9;Perineal laceration during delivery, unspecified
8302;O60-O76;O71;Other obstetric trauma
8303;O60-O76;O71.0;Rupture of uterus (spontaneous) before onset of labor
8304;O60-O76;O71.1;Rupture of uterus during labor
8305;O60-O76;O71.2;Postpartum inversion of uterus
8306;O60-O76;O71.3;Obstetric laceration of cervix
8307;O60-O76;O71.4;Obstetric high vaginal laceration alone
8308;O60-O76;O71.5;Other obstetric injury to pelvic organs
8309;O60-O76;O71.6;Obstetric damage to pelvic joints and ligaments
8310;O60-O76;O71.7;Obstetric hematoma of pelvis
8311;O60-O76;O71.8;Other specified obstetric trauma
8312;O60-O76;O71.9;Obstetric trauma, unspecified
8313;O60-O76;O72;Postpartum hemorrhage
8314;O60-O76;O72.0;Third-stage hemorrhage(RETAINED PLACENTA)
8315;O60-O76;O72.1;Other immediate postpartum hemorrhage
8316;O60-O76;O72.1/0;Postpartum hemorrhage
8317;O60-O76;O72.2;Delayed and secondary postpartum hemorrhage
8318;O60-O76;O72.3;Postpartum coagulation defects
8319;O60-O76;O73;Retained placenta and membranes, without hemorrhage
8320;O60-O76;O73.0;Retained placenta without hemorrhage
8321;O60-O76;O73.1;Retained portions of placenta and membranes, without hemorrhage
8322;O60-O76;O74;Complications of anesthesia during labor and delivery
8323;O60-O76;O74.0;Aspiration pneumonitis due to anesthesia during labor and delivery
8324;O60-O76;O74.1;Other pulmonary complications of anesthesia during labor and delivery
8325;O60-O76;O74.2;Cardiac complications of anesthesia during labor and delivery
8326;O60-O76;O74.3;Central nervous system complications of anesthesia during labor and delivery
8327;O60-O76;O74.4;Toxic reaction to local anesthesia during labor and delivery
8328;O60-O76;O74.5;Spinal and epidural anesthesia-induced headache during labor and delivery
8329;O60-O76;O74.6;Other complications of spinal and epidural anesthesia during labor and delivery
8330;O60-O76;O74.7;Failed or difficult intubation during labor and delivery
8331;O60-O76;O74.8;Other complications of anesthesia during labor and delivery
8332;O60-O76;O74.9;Complication of anesthesia during labor and delivery, unspecified
8333;O60-O76;O75;Other complications of labor and delivery, not elsewhere classified
8334;O60-O76;O75.0;Maternal exhaustion during labor and delivery
8335;O60-O76;O75.1;Shock during or following labor and delivery
8336;O60-O76;O75.2;Pyrexia during labor, not elsewhere classified
8337;O60-O76;O75.3;Other infection during labor
8338;O60-O76;O75.4;Other complications of obstetric surgery and procedures
8339;O60-O76;O75.5;Delayed delivery after artificial rupture of membranes
8340;O60-O76;O75.6;Delayed delivery after spontaneous or unspecified rupture of membranes
8341;O60-O76;O75.7;Vaginal delivery following previous caesarean section
8342;O60-O76;O75.8;Other specified complications of labor and delivery
8343;O60-O76;O75.9;Complication of labor and delivery, unspecified
8344;O60-O76;O76;Abnormality in fetal heart rate/rhythm
8345;O00-O08;O77;Other fetal stress
8346;O00-O08;O77.0;Labor and delivery complicated by meconium in amniotic fluid
8347;O00-O08;O77.1;Fetal stress in labor or delivery due to drug administration
8348;O00-O08;O77.8;Labor and delivery complicated by other evidence of fetal stress
8349;O00-O08;O77.9;Labor and delivery complicated by fetal stress, unspecified
8350;O80-O84;O80;Encounter for full-term uncomplicated delivery
8351;O80-O84;O80.0;Spontaneous vertex delivery(NORMAL SPONTANEOUS CEPHALIC DELIVERY)
8352;O80-O84;O80.0/0;Normal spontaneous cephalic delivery
8353;O80-O84;O80.1;Spontaneous breech delivery
8354;O80-O84;O80.8;Other single spontaneous delivery
8355;O80-O84;O80.9;Single spontaneous delivery, unspecified(NORMAL SPONTANEOUS DELIVERY)
8356;O80-O84;O80.9/0;Normal spontaneous delivery
8357;O80-O84;O81;Single delivery by forceps and vacuum extractor
8358;O80-O84;O81.0;Low forceps delivery
8359;O80-O84;O81.1;Mid-cavity forceps delivery
8360;O80-O84;O81.2;Mid-cavity forceps with rotation
8361;O80-O84;O81.3;Other and unspecified forceps delivery
8362;O80-O84;O81.4;Vacuum extractor delivery
8363;O80-O84;O81.5;Delivery by combination of forceps and vacuum extractor
8364;O80-O84;O82;Single delivery by caesarean section
8365;O80-O84;O82.0/0;Cesarean delivery due to pre- eclampsia
8366;O80-O84;O82.0/1;Cesarean delivery due to abruptio placenta
8367;O80-O84;O82.0/2;Cesarean delivery due to cord prolapse
8368;O80-O84;O82.0/3;Cesarean delivery due to elderly primi
8369;O80-O84;O82.0/4;Cesarean delivery due to placenta previa with hemorrhage
8370;O80-O84;O82.0/5;Cesarean delivery due to placenta previa without hemorrhage
8371;O80-O84;O82.0/6;Elective cesarean delivery
8372;O80-O84;O82.0/7;Elective cesarean delivery due to breech presentation
8373;O80-O84;O82.0/8;Elective cesarean delivery due to Cephalopelvic Disproportion (CPD)
8374;O80-O84;O82.0/9;Elective cesarean delivery due to failure in descent
8375;O80-O84;O82.0/10;Elective cesarean delivery due to malpresentation
8376;O80-O84;O82.0/11;Elective cesarean delivery due to meconium stained baby
8377;O80-O84;O82.0/12;Elective cesarean delivery due to transverse lie or presentation
8378;O80-O84;O82.0/13;Primary elective cesarean delivery
8379;O80-O84;O82.0/14;Repeat cesarean delivery
8380;O80-O84;O82.1/0;Cesarean delivery due to eclampsia in labor
8381;O80-O84;O82.1/1;Cesarean delivery due to prolonged labor
8382;O80-O84;O82.1/2;Cesarean delivery due to prolonged second stage of labor
8383;O80-O84;O82.1/3;Cesarean delivery due to fetal distress
8384;O80-O84;O82.1/4;Cesarean delivery due to arrest in descent
8385;O80-O84;O82.1/5;Emergency cesarean delivery
8386;O80-O84;O82.1/6;Emergency cesarean delivery due to cord prolapse
8387;O80-O84;O82.1/7;Emergency cesarean delivery due to arrest in descent
8388;O80-O84;O82.1/8;Emergency cesarean delivery due to breech presentation
8389;O80-O84;O82.1/9;Emergency cesarean delivery due to Cephalopelvic Disproportion (CPD)
8390;O80-O84;O82.1/10;Emergency cesarean delivery due to failure in descent
8391;O80-O84;O82.1/11;Emergency cesarean delivery due to fetal distress
8392;O80-O84;O82.1/12;Emergency cesarean delivery due to malpresentation
8393;O80-O84;O82.1/13;Emergency cesarean delivery due to meconium stained baby
8394;O80-O84;O82.1/14;Emergency cesarean delivery due to prolonged labor
8395;O80-O84;O82.1/15;Emergency cesarean delivery due to prolonged second stage of labor
8396;O80-O84;O82.1/16;Emergency cesarean delivery due to transverse lie or presentation
8397;O80-O84;O82.2;Delivery by caesarean hysterectomy
8398;O80-O84;O82.8;Other single delivery by caesarean section
8399;O80-O84;O82.9;Delivery by caesarean section, unspecified
8400;O80-O84;O83;Other assisted single delivery
8401;O80-O84;O83.0;Breech extraction
8402;O80-O84;O83.1;Other assisted breech delivery
8403;O80-O84;O83.2;Other manipulation-assisted delivery
8404;O80-O84;O83.3;Delivery of viable fetus in abdominal pregnancy
8405;O80-O84;O83.4;Destructive operation for delivery
8406;O80-O84;O83.8;Other specified assisted single delivery
8407;O80-O84;O83.9;Assisted single delivery, unspecified
8408;O80-O84;O84;Multiple delivery
8409;O80-O84;O84.0;Multiple delivery, all spontaneous
8410;O80-O84;O84.1;Multiple delivery, all by forceps and vacuum extractor
8411;O80-O84;O84.2;Multiple delivery, all by caesarean section
8412;O80-O84;O84.8;Other multiple delivery
8413;O80-O84;O84.9;Multiple delivery, unspecified
8414;O00-O08;O84.0;Multiple delivery, all spontaneous
8415;O00-O08;O84.1;Multiple delivery, all by forceps and vacuum extractor
8416;O00-O08;O84.2;Multiple delivery, all by caesarean section
8417;O00-O08;O84.8;Other multiple delivery
8418;O00-O08;O84.9;Multiple delivery, unspecified
8419;O85-O92;O85;Puerperal/Postpartum sepsis
8420;O85-O92;O85/.0;Postpartum sepsis
8421;O85-O92;O85/.1;Postpartum septicemia
8422;O85-O92;O86;Other puerperal infections
8423;O85-O92;O86.0;Infection of obstetric surgical wound
8424;O85-O92;O86.1;Other infection of genital tract following delivery
8425;O85-O92;O86.2;Urinary tract infection following delivery
8426;O85-O92;O86.3;Other genitourinary tract infections following delivery
8427;O85-O92;O86.4;Pyrexia of unknown origin following delivery
8428;O85-O92;O86.8;Other specified puerperal infections
8429;O85-O92;O87;Venous complications in the puerperium
8430;O85-O92;O87.0;Superficial thrombophlebitis in the puerperium
8431;O85-O92;O87.1;Deep phlebothrombosis in the puerperium
8432;O85-O92;O87.2;Hemorrhoids in the puerperium
8433;O85-O92;O87.3;Cerebral venous thrombosis in the puerperium
8434;O85-O92;O87.4;Varicose veins of lower extremity in the puerperium
8435;O85-O92;O87.8;Other venous complications in the puerperium
8436;O85-O92;O87.9;Venous complication in the puerperium, unspecified
8437;O85-O92;O88;Obstetric embolism
8438;O85-O92;O88.0;Obstetric air embolism
8439;O85-O92;O88.1;Amniotic fluid embolism
8440;O85-O92;O88.2;Obstetric blood-clot embolism
8441;O85-O92;O88.3;Obstetric pyaemic and septic embolism
